CombinedScore,Percentage in Communication skills,Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,certifications,workshops,talenttests taken?,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area ,Job/Higher Studies?,Type of company want to settle in?,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,In a Realtionship?,Gentle or Tuff behaviour?,Management or Technical,Salary/work,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
8.15,6.0,9,2,0,3,8,yes,yes,yes,shell programming,testing,no,yes,excellent,medium,Management,testing,job,Finance,yes,no,Series,Work,yes,gentle,Management,work,smart worker,no,yes,Systems Security Administrator
7.675,6.9,4,4,2,3,9,yes,yes,no,python,cloud computing,yes,yes,excellent,poor,parallel computing,Business process analyst,higherstudies,Product based,no,yes,Journals,Work,yes,stubborn,Technical,work,hard worker,no,yes,CRM Business Analyst
8.2375,8.0,6,4,4,5,2,no,no,no,distro making,testing,yes,yes,excellent,medium,data engineering,testing,job,Product based,no,no,History,salary,no,gentle,Management,salary,hard worker,no,yes,Technical Engineer
7.762499999999999,8.6,12,5,2,6,6,yes,yes,no,hadoop,system designing,no,no,excellent,medium,IOT,system developer,job,Sales and Marketing,yes,yes,Poetry,salary,yes,gentle,Management,work,smart worker,no,no,Information Technology Manager
7.2749999999999995,7.8,12,1,3,8,1,no,yes,no,app development,system designing,no,no,poor,poor,data engineering,Business process analyst,higherstudies,SAaS services,no,yes,Math,Work,yes,stubborn,Technical,salary,hard worker,no,no,CRM Technical Developer
6.9625,6.3,10,7,0,3,6,yes,no,yes,shell programming,hacking,no,yes,poor,medium,programming,testing,higherstudies,Service Based,no,yes,Self help,salary,no,stubborn,Technical,salary,smart worker,no,no,Web Developer
7.937500000000001,7.2,5,1,0,7,7,no,no,yes,hadoop,database security,yes,no,medium,excellent,cloud computing,security,job,Sales and Marketing,yes,no,History,Work,no,stubborn,Technical,work,smart worker,yes,yes,Database Manager
7.4875,8.0,7,3,4,8,7,no,no,no,app development,hacking,yes,yes,poor,medium,hacking,cloud computing,higherstudies,Service Based,yes,no,History,Work,yes,gentle,Technical,work,smart worker,no,no,Programmer Analyst
8.2125,7.2,9,2,1,7,5,yes,yes,no,machine learning,testing,yes,yes,medium,excellent,networks,Business process analyst,higherstudies,Sales and Marketing,yes,yes,Science fiction,salary,yes,gentle,Technical,work,hard worker,yes,yes,Business Systems Analyst
8.1,8.3,4,4,5,5,5,no,yes,no,distro making,web technologies,yes,no,poor,medium,IOT,security,higherstudies,Cloud Services,no,no,Comics,salary,no,stubborn,Technical,salary,hard worker,no,no,Portal Administrator
7.5875,8.2,9,2,6,9,3,no,yes,yes,r programming,hacking,yes,no,excellent,poor,Management,developer,job,Finance,no,yes,Journals,salary,no,stubborn,Technical,work,smart worker,yes,yes,Software Systems Engineer
7.624999999999999,8.5,6,7,4,4,3,no,no,no,r programming,database security,no,no,medium,medium,Management,security,higherstudies,Web Services,no,no,Horror,Work,yes,stubborn,Management,work,smart worker,yes,no,Network Engineer
7.9,9.4,6,3,4,3,3,yes,yes,no,information security,database security,yes,yes,poor,medium,programming,developer,job,Service Based,no,yes,Science,salary,yes,stubborn,Management,salary,smart worker,yes,no,Applications Developer
7.3125,7.3,10,9,0,8,8,yes,yes,no,machine learning,database security,no,no,medium,excellent,programming,Business process analyst,job,Finance,yes,yes,Self help,salary,no,stubborn,Technical,salary,smart worker,no,yes,Design & UX
7.8,7.6,7,2,6,2,9,yes,yes,yes,distro making,game development,no,yes,excellent,poor,Computer Architecture,security,higherstudies,Finance,yes,no,Cookbooks,Work,no,gentle,Management,work,hard worker,no,yes,Design & UX
7.637499999999998,6.3,12,5,0,2,6,no,yes,no,distro making,web technologies,yes,yes,medium,excellent,IOT,Business process analyst,higherstudies,Finance,no,no,Fantasy,salary,yes,gentle,Management,work,hard worker,no,yes,Information Security Analyst
8.862499999999999,9.4,5,3,6,2,9,yes,no,no,hadoop,hacking,yes,no,poor,medium,programming,testing,higherstudies,product development,no,yes,Anthology,Work,no,gentle,Management,work,smart worker,no,no,Programmer Analyst
7.850000000000001,6.0,5,9,5,5,8,no,no,no,distro making,cloud computing,no,yes,medium,poor,Software Engineering,testing,higherstudies,BPA,no,no,Prayer books,salary,yes,stubborn,Technical,work,hard worker,no,yes,Solutions Architect
7.7749999999999995,8.9,5,1,5,1,8,yes,yes,no,full stack,hacking,no,yes,medium,excellent,programming,developer,higherstudies,Finance,no,yes,Satire,salary,no,gentle,Management,salary,hard worker,yes,yes,Database Administrator
7.7749999999999995,7.4,10,4,1,2,2,yes,no,yes,full stack,data science,yes,yes,excellent,excellent,Software Engineering,security,higherstudies,SAaS services,no,yes,Science,salary,no,gentle,Technical,work,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
7.5375000000000005,6.3,7,4,2,9,7,yes,yes,no,hadoop,system designing,no,yes,poor,poor,hacking,developer,job,product development,yes,yes,Guide,salary,yes,gentle,Technical,work,smart worker,no,no,Technical Engineer
7.862500000000001,8.4,7,1,1,3,8,yes,yes,no,python,hacking,yes,yes,medium,excellent,IOT,cloud computing,job,SAaS services,no,no,Art,salary,yes,gentle,Management,salary,smart worker,yes,no,Information Technology Manager
8.15,7.0,7,3,5,8,4,no,yes,no,r programming,hacking,no,no,excellent,medium,Management,cloud computing,job,Web Services,no,no,Travel,Work,no,stubborn,Technical,work,smart worker,no,no,Solutions Architect
7.2125,7.6,11,5,5,8,6,yes,no,no,shell programming,data science,no,yes,poor,poor,data engineering,system developer,higherstudies,Finance,no,no,Horror,salary,yes,gentle,Technical,salary,smart worker,no,yes,Web Developer
8.45,6.4,4,6,2,1,5,no,yes,yes,distro making,database security,yes,yes,excellent,poor,Software Engineering,system developer,higherstudies,product development,yes,no,Guide,salary,yes,gentle,Management,work,smart worker,no,yes,Web Developer
7.5875,8.8,5,2,2,9,3,no,no,no,distro making,system designing,yes,no,poor,poor,IOT,cloud computing,job,BPA,no,no,Dictionaries,Work,yes,stubborn,Technical,work,hard worker,no,no,Design & UX
7.9875,7.7,9,9,3,4,5,no,yes,yes,shell programming,system designing,no,yes,poor,excellent,Management,security,job,Product based,yes,no,Art,salary,yes,stubborn,Technical,salary,hard worker,yes,yes,Programmer Analyst
8.424999999999999,6.6,11,9,3,4,9,no,no,no,full stack,testing,no,yes,medium,medium,Management,Business process analyst,job,Product based,no,no,Horror,Work,no,stubborn,Technical,salary,smart worker,yes,yes,Database Developer
7.012499999999999,6.0,9,6,1,9,5,no,yes,no,r programming,hacking,yes,yes,excellent,poor,cloud computing,system developer,job,BPA,yes,no,Journals,salary,no,gentle,Technical,work,hard worker,yes,yes,Information Technology Manager
7.499999999999999,7.7,6,3,5,7,3,no,no,no,machine learning,data science,yes,no,medium,medium,Software Engineering,testing,job,Product based,no,yes,Science fiction,salary,yes,stubborn,Management,salary,hard worker,yes,no,Project Manager
8.3125,6.9,8,9,0,3,7,yes,yes,no,machine learning,hacking,no,yes,poor,poor,IOT,Business process analyst,higherstudies,SAaS services,yes,no,Health,salary,no,stubborn,Technical,salary,hard worker,no,no,Network Security Administrator
7.5375000000000005,8.2,5,9,3,3,3,yes,yes,no,hadoop,database security,no,yes,medium,excellent,Management,Business process analyst,job,Finance,no,yes,Series,Work,no,gentle,Management,work,smart worker,no,no,Network Security Administrator
7.112499999999999,9.4,11,5,2,8,9,yes,yes,yes,python,testing,no,no,excellent,poor,cloud computing,testing,job,Finance,no,yes,Self help,Work,yes,stubborn,Management,work,smart worker,yes,no,Mobile Applications Developer
7.750000000000001,8.3,12,8,4,9,4,yes,no,yes,hadoop,system designing,yes,no,medium,poor,Software Engineering,testing,higherstudies,Service Based,yes,yes,Guide,Work,yes,gentle,Technical,work,smart worker,no,no,Information Technology Auditor
6.8375,6.7,8,2,2,9,6,no,no,no,app development,database security,no,no,medium,poor,Software Engineering,security,job,SAaS services,yes,yes,Horror,Work,no,stubborn,Technical,work,hard worker,no,no,Web Developer
7.7250000000000005,7.6,10,5,0,7,9,yes,yes,no,python,hacking,yes,yes,medium,poor,parallel computing,security,higherstudies,Cloud Services,yes,yes,Religion-Spirituality,salary,yes,stubborn,Management,work,smart worker,no,no,UX Designer
7.887499999999999,6.0,6,9,1,4,7,no,no,yes,shell programming,testing,yes,yes,medium,poor,Software Engineering,developer,job,Testing and Maintainance Services,no,no,Science,salary,no,stubborn,Technical,salary,smart worker,no,yes,Quality Assurance Associate
7.6125,8.9,4,2,3,6,2,no,yes,yes,distro making,web technologies,yes,no,excellent,medium,programming,security,job,Cloud Services,yes,yes,Autobiographies,Work,no,stubborn,Management,salary,hard worker,yes,no,CRM Business Analyst
7.6000000000000005,6.5,8,5,5,6,9,no,no,no,r programming,testing,yes,yes,excellent,poor,Computer Architecture,security,higherstudies,Testing and Maintainance Services,no,no,Math,Work,yes,stubborn,Technical,work,smart worker,yes,no,CRM Technical Developer
8.087499999999999,9.0,11,7,1,7,8,no,no,no,r programming,hacking,no,no,excellent,poor,networks,testing,job,Testing and Maintainance Services,no,yes,Science fiction,Work,yes,gentle,Technical,salary,smart worker,yes,yes,Database Administrator
7.2124999999999995,7.9,5,1,3,6,1,no,no,yes,distro making,cloud computing,no,yes,medium,medium,data engineering,developer,job,Sales and Marketing,yes,yes,History,salary,no,stubborn,Technical,work,smart worker,no,no,Technical Support
8.662500000000001,7.6,5,9,0,2,8,no,yes,yes,full stack,hacking,yes,yes,excellent,medium,Software Engineering,testing,job,Finance,yes,no,Fantasy,salary,yes,gentle,Technical,salary,smart worker,yes,no,UX Designer
8.3625,9.0,5,2,0,7,5,no,no,no,hadoop,hacking,no,yes,poor,excellent,networks,system developer,job,Web Services,no,no,History,Work,no,stubborn,Management,work,smart worker,no,no,Project Manager
7.712499999999999,8.5,10,1,3,2,4,yes,yes,no,hadoop,testing,yes,no,medium,excellent,hacking,system developer,job,Product based,no,yes,Diaries,Work,no,stubborn,Technical,work,smart worker,no,yes,Database Manager
8.1,9.3,11,6,6,2,4,no,yes,no,distro making,data science,no,no,poor,medium,Software Engineering,system developer,job,Testing and Maintainance Services,yes,no,Guide,Work,yes,gentle,Technical,work,hard worker,no,no,Software Developer
7.625,7.4,9,9,1,1,6,yes,yes,no,machine learning,testing,yes,no,excellent,excellent,data engineering,security,higherstudies,Product based,no,yes,Satire,salary,no,stubborn,Management,work,smart worker,yes,no,Quality Assurance Associate
7.7125,9.0,11,7,4,5,7,yes,no,yes,hadoop,data science,no,no,poor,excellent,IOT,system developer,job,Testing and Maintainance Services,yes,no,Biographies,salary,no,stubborn,Technical,salary,smart worker,no,yes,Technical Support
7.987499999999999,7.5,12,8,0,2,4,no,yes,no,shell programming,cloud computing,yes,yes,poor,excellent,programming,testing,higherstudies,SAaS services,yes,no,Series,Work,no,gentle,Management,work,smart worker,yes,no,Solutions Architect
7.4,7.2,12,8,2,9,2,yes,no,yes,r programming,hacking,yes,yes,poor,medium,IOT,developer,job,Sales and Marketing,no,no,Comics,Work,no,stubborn,Technical,work,smart worker,yes,no,Network Security Administrator
7.112500000000001,9.4,4,3,0,2,2,yes,no,yes,shell programming,game development,yes,yes,excellent,medium,Software Engineering,testing,job,Service Based,no,no,Self help,salary,no,stubborn,Technical,work,hard worker,yes,yes,Database Manager
7.487500000000001,6.8,5,3,1,9,7,yes,yes,no,r programming,hacking,yes,yes,excellent,poor,cloud computing,cloud computing,job,Service Based,no,no,Science,salary,yes,stubborn,Technical,salary,smart worker,yes,yes,Network Security Engineer
7.65,7.2,12,6,4,1,9,yes,yes,no,shell programming,data science,yes,yes,medium,medium,Management,Business process analyst,job,Sales and Marketing,yes,yes,Childrens,salary,yes,gentle,Management,work,hard worker,no,no,Systems Security Administrator
7.825,7.8,6,7,0,5,7,yes,yes,yes,hadoop,system designing,yes,yes,medium,poor,data engineering,testing,higherstudies,Web Services,no,yes,Biographies,Work,yes,gentle,Technical,work,hard worker,no,no,Network Security Engineer
7.3,7.5,6,7,5,9,5,yes,yes,yes,shell programming,game development,no,yes,excellent,medium,cloud computing,testing,job,Product based,yes,no,Fantasy,Work,no,stubborn,Management,salary,smart worker,yes,yes,Information Technology Manager
8.4875,8.4,11,6,0,7,1,yes,no,yes,python,data science,no,no,excellent,poor,hacking,system developer,job,SAaS services,no,no,Mystery,salary,no,stubborn,Management,salary,hard worker,yes,yes,E-Commerce Analyst
7.799999999999999,8.1,4,7,2,8,8,yes,no,yes,distro making,game development,yes,yes,excellent,poor,data engineering,cloud computing,job,Service Based,no,no,Drama,salary,no,stubborn,Management,work,smart worker,no,no,Data Architect
7.500000000000002,6.7,4,2,2,2,3,yes,no,no,distro making,cloud computing,yes,no,excellent,poor,cloud computing,testing,job,Finance,no,yes,Self help,Work,no,stubborn,Technical,salary,hard worker,yes,yes,Database Manager
7.737499999999999,6.6,7,3,6,5,9,yes,no,yes,machine learning,database security,yes,yes,poor,poor,networks,security,higherstudies,Product based,no,yes,Action and Adventure,salary,no,stubborn,Management,work,hard worker,yes,yes,CRM Business Analyst
7.4875,8.9,7,4,6,6,6,no,yes,no,shell programming,cloud computing,no,no,medium,medium,programming,developer,higherstudies,SAaS services,yes,no,Self help,salary,no,stubborn,Management,salary,hard worker,no,no,Technical Support
7.85,8.8,12,2,5,4,5,yes,no,no,python,database security,no,no,medium,poor,programming,testing,higherstudies,BPA,yes,no,Prayer books,Work,no,stubborn,Technical,salary,hard worker,no,no,Information Technology Auditor
8.3125,8.4,6,1,1,6,4,yes,yes,yes,python,database security,no,yes,medium,poor,networks,testing,higherstudies,BPA,no,no,Action and Adventure,salary,yes,gentle,Technical,work,smart worker,no,yes,Design & UX
7.500000000000001,8.1,8,8,1,3,5,no,yes,no,app development,web technologies,yes,no,poor,medium,networks,developer,higherstudies,Service Based,no,yes,Dictionaries,salary,no,stubborn,Management,salary,smart worker,no,yes,Software Systems Engineer
7.237500000000001,8.2,10,7,6,7,7,no,yes,yes,app development,system designing,yes,no,excellent,medium,Software Engineering,Business process analyst,job,Product based,yes,yes,Autobiographies,Work,no,stubborn,Management,salary,hard worker,no,yes,CRM Technical Developer
7.3375,7.5,12,7,3,3,1,yes,yes,no,information security,web technologies,no,yes,poor,medium,programming,developer,job,Testing and Maintainance Services,yes,no,Art,Work,no,gentle,Management,work,hard worker,no,yes,Solutions Architect
7.8875,6.9,9,8,5,7,5,yes,no,no,machine learning,game development,yes,no,poor,excellent,Computer Architecture,security,higherstudies,SAaS services,yes,no,Self help,Work,yes,stubborn,Technical,work,hard worker,yes,yes,Programmer Analyst
7.5,9.4,5,3,4,2,3,yes,yes,no,python,hacking,yes,no,poor,poor,Management,system developer,higherstudies,Sales and Marketing,yes,no,Health,Work,yes,stubborn,Technical,work,smart worker,yes,yes,Applications Developer
7.4125,6.8,8,7,2,8,1,yes,yes,yes,full stack,hacking,no,yes,medium,medium,cloud computing,cloud computing,higherstudies,Product based,yes,no,Self help,Work,no,gentle,Technical,salary,smart worker,yes,no,Quality Assurance Associate
7.85,6.2,5,3,3,7,4,no,no,no,full stack,hacking,yes,no,poor,poor,programming,Business process analyst,higherstudies,Cloud Services,yes,yes,Drama,Work,no,stubborn,Technical,work,smart worker,yes,yes,Software Developer
7.85,8.2,9,2,6,7,8,yes,yes,no,r programming,web technologies,yes,no,medium,excellent,parallel computing,testing,job,Finance,yes,yes,Action and Adventure,salary,no,gentle,Technical,salary,smart worker,yes,no,Technical Support
7.800000000000001,8.5,11,4,5,8,4,no,yes,yes,r programming,cloud computing,no,no,poor,medium,IOT,Business process analyst,higherstudies,Testing and Maintainance Services,yes,yes,Encyclopedias,Work,no,gentle,Technical,salary,hard worker,no,yes,UX Designer
8.525,7.0,10,1,1,9,1,no,no,yes,distro making,testing,yes,no,excellent,excellent,Computer Architecture,developer,higherstudies,Sales and Marketing,yes,no,Health,Work,yes,stubborn,Management,work,smart worker,no,no,Applications Developer
7.475,8.7,8,5,6,3,4,no,yes,yes,shell programming,system designing,no,no,excellent,excellent,Software Engineering,testing,job,SAaS services,yes,no,Health,Work,no,gentle,Management,salary,smart worker,yes,yes,Network Security Administrator
7.7124999999999995,6.3,8,6,3,9,5,yes,no,no,machine learning,testing,yes,no,poor,medium,data engineering,testing,job,Testing and Maintainance Services,no,no,Cookbooks,Work,no,stubborn,Technical,work,hard worker,yes,yes,Software Engineer
7.9,8.7,4,7,6,1,7,yes,yes,no,r programming,game development,no,yes,poor,medium,cloud computing,Business process analyst,job,Cloud Services,yes,yes,Drama,Work,yes,stubborn,Management,salary,smart worker,no,yes,Technical Engineer
7.7875,7.0,10,5,2,9,9,yes,yes,yes,hadoop,data science,yes,no,poor,excellent,Software Engineering,developer,higherstudies,BPA,yes,yes,Trilogy,Work,no,gentle,Management,salary,smart worker,no,no,Quality Assurance Associate
7.3999999999999995,6.9,8,5,2,9,6,yes,yes,no,full stack,testing,yes,yes,medium,medium,cloud computing,system developer,job,Web Services,yes,yes,Drama,Work,yes,gentle,Technical,salary,hard worker,no,no,Project Manager
7.7875,7.8,6,3,1,4,8,no,yes,yes,distro making,hacking,no,yes,poor,poor,programming,cloud computing,job,Web Services,no,yes,Encyclopedias,Work,no,stubborn,Management,work,hard worker,no,no,Portal Administrator
7.45,6.6,10,7,4,5,9,no,yes,yes,machine learning,system designing,yes,no,medium,excellent,programming,testing,higherstudies,Web Services,no,no,Poetry,salary,yes,gentle,Management,work,smart worker,yes,yes,Solutions Architect
7.775,7.7,9,9,1,7,7,yes,yes,yes,distro making,database security,yes,yes,poor,excellent,Software Engineering,Business process analyst,higherstudies,SAaS services,yes,yes,Anthology,salary,no,stubborn,Management,work,hard worker,no,no,Network Security Engineer
7.5874999999999995,9.1,11,2,5,8,6,no,no,yes,machine learning,cloud computing,yes,yes,medium,poor,hacking,cloud computing,job,Web Services,no,no,Anthology,salary,no,gentle,Technical,work,smart worker,yes,no,Technical Support
7.087500000000001,9.0,10,1,4,4,2,yes,no,yes,python,game development,yes,yes,poor,poor,Management,Business process analyst,job,Finance,no,no,Action and Adventure,salary,yes,gentle,Technical,salary,hard worker,no,no,Solutions Architect
7.012500000000001,6.5,9,2,4,4,1,yes,yes,yes,distro making,web technologies,no,yes,excellent,poor,Software Engineering,security,job,BPA,yes,yes,Poetry,salary,yes,stubborn,Management,salary,smart worker,yes,no,CRM Technical Developer
7.525000000000001,7.6,10,7,3,2,7,no,no,no,r programming,data science,yes,yes,medium,medium,Management,developer,higherstudies,SAaS services,yes,no,Horror,salary,yes,stubborn,Management,salary,hard worker,yes,no,Systems Analyst
8.299999999999999,9.3,6,8,4,8,6,yes,yes,yes,r programming,cloud computing,no,yes,poor,medium,networks,security,higherstudies,Product based,yes,no,Romance,salary,yes,stubborn,Technical,work,hard worker,no,no,Technical Services/Help Desk/Tech Support
7.724999999999999,6.6,6,1,3,6,2,no,no,yes,machine learning,system designing,yes,no,poor,medium,hacking,security,job,Product based,no,no,Fantasy,salary,no,gentle,Management,work,hard worker,yes,no,CRM Technical Developer
7.875000000000001,7.6,9,8,2,3,5,no,no,yes,machine learning,data science,yes,yes,medium,medium,Computer Architecture,Business process analyst,higherstudies,SAaS services,no,no,Satire,Work,yes,gentle,Technical,salary,hard worker,yes,no,Database Manager
7.9125000000000005,7.4,4,8,4,9,7,yes,no,yes,machine learning,data science,no,yes,medium,excellent,parallel computing,developer,job,SAaS services,yes,no,Prayer books,Work,no,gentle,Management,work,hard worker,no,yes,Technical Support
8.35,6.7,11,9,1,1,4,yes,yes,no,shell programming,data science,yes,no,poor,excellent,Management,Business process analyst,job,Sales and Marketing,yes,yes,Childrens,salary,yes,gentle,Management,salary,smart worker,yes,no,Business Intelligence Analyst
8.025,6.3,12,9,5,9,8,yes,yes,yes,full stack,database security,yes,yes,poor,medium,Computer Architecture,testing,job,Finance,no,yes,Autobiographies,Work,no,gentle,Management,salary,smart worker,no,no,Programmer Analyst
7.262499999999999,6.2,11,4,0,9,8,yes,no,no,distro making,testing,yes,yes,poor,medium,hacking,developer,job,product development,yes,yes,Health,Work,no,gentle,Management,work,smart worker,yes,yes,Programmer Analyst
7.95,6.7,6,2,1,8,9,yes,no,no,python,system designing,yes,yes,poor,medium,Computer Architecture,system developer,higherstudies,Web Services,yes,yes,Journals,Work,yes,gentle,Technical,work,hard worker,yes,yes,Technical Engineer
7.4750000000000005,7.9,9,5,1,7,2,no,no,yes,hadoop,cloud computing,yes,no,medium,excellent,networks,cloud computing,job,Product based,yes,no,Horror,salary,yes,stubborn,Management,work,hard worker,yes,yes,Technical Support
7.5,7.0,8,2,2,6,9,yes,yes,yes,r programming,hacking,no,yes,excellent,excellent,IOT,cloud computing,job,Web Services,no,yes,Satire,salary,no,gentle,Technical,work,smart worker,yes,yes,Quality Assurance Associate
7.8125,9.1,12,3,0,9,1,yes,no,yes,hadoop,system designing,yes,yes,excellent,medium,data engineering,developer,job,BPA,yes,no,Guide,Work,yes,stubborn,Management,work,hard worker,no,no,Design & UX
7.375,8.4,4,5,3,6,4,yes,no,no,app development,database security,yes,yes,medium,excellent,Management,cloud computing,job,SAaS services,yes,yes,Encyclopedias,Work,yes,gentle,Management,work,smart worker,no,no,Technical Engineer
8.15,7.8,4,6,0,5,1,no,yes,no,full stack,database security,no,yes,poor,poor,Management,developer,higherstudies,Product based,no,yes,Guide,salary,yes,gentle,Technical,salary,smart worker,yes,no,Business Systems Analyst
7.449999999999999,6.9,10,9,5,9,5,yes,yes,no,python,web technologies,yes,yes,poor,poor,networks,security,job,Web Services,yes,no,Horror,Work,no,gentle,Technical,work,smart worker,yes,no,Software Developer
7.8125,7.0,8,5,2,9,4,no,no,yes,hadoop,cloud computing,yes,yes,poor,poor,IOT,Business process analyst,job,Testing and Maintainance Services,yes,yes,Health,salary,no,gentle,Technical,work,smart worker,yes,no,Solutions Architect
8.100000000000001,6.8,12,9,0,5,4,no,yes,yes,r programming,cloud computing,yes,no,excellent,excellent,networks,developer,higherstudies,SAaS services,yes,yes,Encyclopedias,Work,yes,stubborn,Management,salary,smart worker,no,yes,Portal Administrator
7.8125,7.6,10,1,5,2,8,yes,no,no,app development,system designing,no,no,medium,poor,data engineering,security,job,Finance,yes,no,Math,Work,no,stubborn,Technical,salary,smart worker,yes,no,E-Commerce Analyst
7.9125000000000005,9.4,8,9,2,1,1,yes,no,yes,shell programming,system designing,no,no,medium,excellent,parallel computing,cloud computing,higherstudies,Web Services,yes,no,History,Work,no,stubborn,Management,salary,hard worker,yes,no,Business Intelligence Analyst
8.1125,8.9,7,6,6,6,1,no,yes,yes,machine learning,hacking,no,yes,poor,poor,IOT,system developer,job,Web Services,no,yes,Cookbooks,Work,yes,stubborn,Management,salary,smart worker,yes,no,Business Intelligence Analyst
7.4625,7.8,6,7,1,9,4,no,no,no,r programming,data science,no,no,poor,excellent,cloud computing,security,higherstudies,Testing and Maintainance Services,yes,yes,Science fiction,salary,no,stubborn,Technical,work,hard worker,yes,yes,Applications Developer
7.987499999999999,7.6,11,9,5,8,7,no,no,yes,full stack,system designing,yes,yes,poor,poor,data engineering,security,higherstudies,Product based,yes,no,Horror,Work,yes,gentle,Technical,work,hard worker,yes,yes,Technical Engineer
7.237499999999999,8.5,10,7,2,1,2,no,yes,no,r programming,web technologies,yes,no,medium,excellent,parallel computing,security,higherstudies,Testing and Maintainance Services,yes,no,Health,salary,yes,stubborn,Management,work,hard worker,yes,yes,Software Developer
7.699999999999999,6.9,11,3,1,9,2,no,no,no,r programming,database security,yes,no,poor,excellent,programming,system developer,job,Sales and Marketing,yes,no,Travel,Work,yes,stubborn,Technical,work,hard worker,yes,yes,CRM Business Analyst
8.025,8.9,7,5,6,7,4,yes,yes,no,full stack,database security,yes,no,excellent,medium,parallel computing,testing,higherstudies,Testing and Maintainance Services,no,yes,Fantasy,salary,no,stubborn,Management,work,smart worker,no,yes,Network Engineer
7.75,8.0,10,2,5,3,3,yes,yes,no,shell programming,system designing,yes,no,poor,poor,networks,testing,higherstudies,SAaS services,yes,yes,Self help,Work,yes,stubborn,Management,work,smart worker,no,yes,Network Security Administrator
7.2125,7.8,6,3,1,5,2,yes,yes,no,full stack,cloud computing,no,yes,medium,excellent,IOT,testing,higherstudies,Cloud Services,no,no,Mystery,salary,no,gentle,Management,work,hard worker,yes,no,Programmer Analyst
7.4875,9.3,5,7,4,7,3,no,no,no,app development,testing,no,yes,medium,medium,cloud computing,Business process analyst,higherstudies,Sales and Marketing,no,no,Diaries,salary,yes,gentle,Management,salary,hard worker,yes,yes,Business Intelligence Analyst
7.8500000000000005,7.8,8,8,0,3,6,yes,yes,yes,python,game development,no,no,medium,medium,programming,testing,job,BPA,no,yes,Anthology,Work,no,gentle,Management,work,smart worker,yes,no,Portal Administrator
7.675000000000001,7.1,4,4,3,1,4,no,no,yes,r programming,hacking,yes,yes,excellent,medium,programming,system developer,job,Cloud Services,yes,yes,Comics,salary,no,stubborn,Management,salary,smart worker,yes,no,Database Manager
7.9125,7.3,8,2,1,1,4,no,yes,no,information security,cloud computing,yes,yes,medium,medium,programming,testing,job,Finance,yes,yes,Health,salary,no,stubborn,Technical,salary,hard worker,no,yes,Solutions Architect
8.112499999999999,6.3,5,3,1,6,9,yes,yes,no,python,database security,no,yes,excellent,medium,programming,security,higherstudies,Sales and Marketing,yes,no,History,Work,no,gentle,Technical,salary,hard worker,yes,yes,Design & UX
7.5375000000000005,9.0,10,1,4,3,7,no,no,yes,shell programming,cloud computing,yes,no,excellent,excellent,data engineering,Business process analyst,higherstudies,Product based,yes,no,Journals,salary,no,stubborn,Technical,work,smart worker,no,no,Software Developer
8.15,9.2,12,6,0,9,4,no,yes,no,full stack,web technologies,no,no,medium,excellent,Computer Architecture,Business process analyst,higherstudies,Testing and Maintainance Services,no,yes,Drama,salary,yes,stubborn,Management,work,smart worker,no,yes,CRM Technical Developer
8.2125,6.8,12,7,6,7,3,no,no,no,distro making,database security,yes,yes,excellent,poor,parallel computing,testing,job,Testing and Maintainance Services,yes,no,Diaries,Work,yes,gentle,Technical,salary,hard worker,yes,no,Quality Assurance Associate
7.1625,7.1,11,5,4,1,6,no,no,no,python,cloud computing,yes,no,excellent,excellent,programming,testing,higherstudies,Sales and Marketing,yes,yes,Self help,Work,no,stubborn,Technical,work,hard worker,yes,yes,Software Systems Engineer
7.737499999999999,7.6,7,6,5,9,8,yes,yes,yes,app development,hacking,no,yes,poor,poor,parallel computing,Business process analyst,job,Sales and Marketing,yes,yes,Horror,salary,yes,gentle,Management,salary,smart worker,no,yes,Systems Analyst
8.149999999999999,6.5,4,9,3,9,7,no,yes,yes,information security,hacking,no,no,excellent,excellent,parallel computing,Business process analyst,job,Web Services,yes,yes,Satire,Work,no,stubborn,Management,salary,hard worker,no,yes,CRM Technical Developer
7.8375,6.5,5,2,1,3,9,no,yes,yes,information security,data science,no,no,excellent,excellent,parallel computing,developer,job,Service Based,no,yes,Action and Adventure,Work,no,gentle,Technical,salary,smart worker,no,no,Portal Administrator
7.200000000000001,7.6,5,5,2,7,2,yes,yes,no,distro making,system designing,yes,no,excellent,poor,Software Engineering,security,higherstudies,product development,no,no,Diaries,Work,no,gentle,Technical,work,smart worker,no,no,Technical Services/Help Desk/Tech Support
7.7875000000000005,6.1,11,3,1,7,6,no,yes,no,full stack,hacking,yes,yes,poor,excellent,Software Engineering,testing,job,Testing and Maintainance Services,yes,no,Childrens,salary,no,gentle,Technical,salary,hard worker,no,yes,Software Developer
7.3125,8.6,9,9,5,8,4,yes,no,no,r programming,database security,yes,no,poor,excellent,hacking,Business process analyst,higherstudies,Testing and Maintainance Services,yes,no,Guide,salary,yes,gentle,Management,salary,hard worker,no,no,Business Intelligence Analyst
